date,order_date,ship_date,delivery_date,origin_city,destination_city,distance_km,transport_mode,carrier,product_id,supplier,demand_forecast,actual_sales,units_ordered,units_shipped,price_per_unit_INR,cost_per_unit_INR,transport_cost_INR,toll_charges_INR,gst_percent,gst_amount_INR,total_cost_INR,planned_lead_days,actual_lead_days,on_time_delivery,delay_days,damage_rate,return_rate,fuel_price_per_litre_INR,carbon_kg
2024-06-08,2024-06-08,2024-06-08,2024-06-08,Ahmedabad,Surat,260,Road,Carrier-IN-07,SKU-IN-023,Supplier-IN-10,42,36,33,31,915.03,554.07,981.66,287.57,5.0,49.08,18494.48,1,0,1,-1,0.004,0.055,97.99,9.67
2024-12-16,2024-12-16,2024-12-16,2024-12-16,Jaipur,Ajmer,135,Air,Carrier-IN-09,SKU-IN-054,Supplier-IN-09,38,43,48,45,1051.84,653.26,2469.0,69.65,5.0,123.45,32058.8,0,0,1,0,0.008,0.032,98.21,36.45
2025-06-09,2025-06-08,2025-06-09,2025-06-09,Pune,Nashik,160,Road,Carrier-IN-08,SKU-IN-017,Supplier-IN-02,44,40,41,39,524.44,368.39,775.38,56.48,5.0,38.77,15237.84,1,1,1,0,0.01,0.044,102.1,7.49
2025-06-13,2025-06-13,2025-06-14,2025-06-13,Lucknow,Kanpur,90,Road,Carrier-IN-08,SKU-IN-009,Supplier-IN-15,29,33,35,33,833.82,610.66,368.78,135.3,5.0,18.44,20674.3,2,0,1,-2,0.01,0.024,101.95,3.56
2024-11-26,2024-11-25,2024-11-25,2024-11-26,Chennai,Bengaluru,350,Road,Carrier-IN-10,SKU-IN-058,Supplier-IN-02,32,40,36,34,822.7,469.47,1442.64,249.51,5.0,72.13,17726.26,1,1,1,0,0.01,0.03,97.05,14.28
2024-04-17,2024-04-17,2024-04-17,2024-04-17,Lucknow,Kanpur,90,Road,Carrier-IN-01,SKU-IN-011,Supplier-IN-14,47,51,46,45,1100.52,734.78,495.99,104.1,5.0,24.8,33689.99,1,0,1,-1,0.011,0.024,99.11,4.86
2024-12-08,2024-12-08,2024-12-08,2024-12-08,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-012,Supplier-IN-12,26,24,25,23,1187.69,912.89,979.19,233.29,5.0,48.96,22257.91,1,0,1,-1,0.008,0.039,97.73,9.66
2024-06-15,2024-06-15,2024-06-16,2024-06-15,Delhi,Agra,230,Road,Carrier-IN-01,SKU-IN-029,Supplier-IN-20,26,20,20,19,1015.13,671.45,531.56,254.96,5.0,26.58,13570.65,1,0,1,-1,0.007,0.039,97.73,5.24
2025-08-30,2025-08-30,2025-08-30,2025-08-30,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-031,Supplier-IN-08,21,19,21,19,357.3,269.56,1281.15,218.48,5.0,64.06,6685.33,1,0,1,-1,0.012,0.026,99.33,12.54
2025-01-17,2025-01-17,2025-01-18,2025-01-17,Kochi,Bengaluru,550,Road,Carrier-IN-07,SKU-IN-020,Supplier-IN-02,27,27,27,25,194.76,149.86,1692.98,278.37,5.0,84.65,5802.5,1,0,1,-1,0.005,0.033,100.21,16.5
2025-06-03,2025-05-30,2025-06-03,2025-06-03,Mumbai,Delhi,1400,Road,Carrier-IN-05,SKU-IN-037,Supplier-IN-13,33,29,29,28,492.09,335.77,4875.93,330.75,5.0,243.8,14852.04,4,4,1,0,0.011,0.022,102.31,47.04
2024-01-30,2024-01-28,2024-01-30,2024-01-30,Mumbai,Surat,280,Road,Carrier-IN-05,SKU-IN-057,Supplier-IN-20,51,55,52,49,1105.82,726.66,1660.97,254.29,5.0,83.05,37604.65,2,2,1,0,0.007,0.029,96.77,16.46
2025-06-20,2025-06-20,2025-06-20,2025-06-20,Pune,Nashik,160,Air,Carrier-IN-10,SKU-IN-049,Supplier-IN-05,32,34,32,30,772.57,544.27,1984.13,91.03,5.0,99.21,18502.47,0,0,1,0,0.011,0.016,101.68,28.8
2024-12-07,2024-12-05,2024-12-06,2024-12-07,Mumbai,Pune,150,Air,Carrier-IN-05,SKU-IN-051,Supplier-IN-05,21,14,15,13,606.23,463.48,790.41,80.98,5.0,39.52,6936.15,1,2,0,1,0.011,0.016,97.67,11.7
2025-04-14,2025-04-14,2025-04-14,2025-04-14,Kolkata,Patna,540,Road,Carrier-IN-01,SKU-IN-043,Supplier-IN-05,41,39,40,37,625.37,481.96,2496.62,255.45,5.0,124.83,20709.42,1,0,1,-1,0.006,0.026,103.26,23.98
2024-06-25,2024-06-25,2024-06-25,2024-06-25,Bengaluru,Hyderabad,570,Road,Carrier-IN-03,SKU-IN-016,Supplier-IN-07,35,40,43,40,308.41,202.35,2767.87,211.57,5.0,138.39,11211.83,1,0,1,-1,0.01,0.021,97.33,27.36
2024-04-02,2024-04-02,2024-04-03,2024-04-02,Jaipur,Ajmer,135,Road,Carrier-IN-09,SKU-IN-055,Supplier-IN-12,43,41,40,39,565.28,424.13,644.56,110.5,5.0,32.23,17328.36,1,0,1,-1,0.012,0.017,99.04,6.32
2025-05-03,2025-05-03,2025-05-04,2025-05-03,Mumbai,Surat,280,Road,Carrier-IN-08,SKU-IN-036,Supplier-IN-13,42,43,42,41,399.48,262.09,1433.46,236.99,5.0,71.67,12487.81,2,0,1,-2,0.009,0.032,103.11,13.78
2024-08-05,2024-08-05,2024-08-05,2024-08-05,Delhi,Agra,230,Road,Carrier-IN-08,SKU-IN-046,Supplier-IN-08,25,23,23,21,650.25,420.21,581.89,194.7,5.0,29.09,9630.09,1,0,1,-1,0.006,0.03,95.79,5.8
2025-01-31,2025-01-30,2025-01-31,2025-01-31,Mumbai,Surat,280,Road,Carrier-IN-03,SKU-IN-026,Supplier-IN-11,43,41,43,41,261.4,197.91,1419.07,265.51,5.0,70.95,9869.84,1,1,1,0,0.0,0.032,101.02,13.78
2025-03-10,2025-03-09,2025-03-09,2025-03-10,Kochi,Bengaluru,550,Road,Carrier-IN-02,SKU-IN-023,Supplier-IN-16,52,48,48,47,540.11,332.02,3221.58,269.46,5.0,161.08,19257.06,2,1,1,-1,0.011,0.029,102.71,31.02
2025-08-23,2025-08-23,2025-08-24,2025-08-23,Mumbai,Pune,150,Road,Carrier-IN-10,SKU-IN-012,Supplier-IN-08,27,21,21,19,539.85,306.62,349.63,47.77,5.0,17.48,6240.66,1,0,1,-1,0.005,0.04,99.46,3.42
2025-01-05,2025-01-03,2025-01-04,2025-01-05,Chennai,Bengaluru,350,Road,Carrier-IN-01,SKU-IN-040,Supplier-IN-20,29,25,24,23,154.5,88.36,987.54,242.13,5.0,49.38,3311.33,1,2,0,1,0.011,0.022,99.46,9.66
2024-03-20,2024-03-19,2024-03-19,2024-03-20,Lucknow,Kanpur,90,Road,Carrier-IN-08,SKU-IN-013,Supplier-IN-02,46,37,39,37,680.19,505.47,407.25,45.06,5.0,20.36,19175.06,1,1,1,0,0.01,0.035,98.83,4.0
2024-11-05,2024-11-05,2024-11-06,2024-11-05,Kolkata,Patna,540,Road,Carrier-IN-07,SKU-IN-042,Supplier-IN-06,18,19,19,17,723.89,554.45,1107.38,227.66,5.0,55.37,10816.06,1,0,1,-1,0.01,0.013,96.05,11.02
2024-06-03,2024-06-02,2024-06-03,2024-06-03,Bengaluru,Hyderabad,570,Road,Carrier-IN-08,SKU-IN-003,Supplier-IN-09,47,40,39,36,1081.66,609.67,2501.31,269.73,5.0,125.07,24844.23,1,1,1,0,0.01,0.03,98.16,24.62
2024-07-02,2024-07-01,2024-07-02,2024-07-02,Mumbai,Surat,280,Road,Carrier-IN-09,SKU-IN-054,Supplier-IN-04,30,23,25,23,1062.55,659.01,780.72,191.85,5.0,39.04,16168.84,1,1,1,0,0.01,0.018,97.05,7.73
2024-03-25,2024-03-23,2024-03-24,2024-03-25,Chennai,Bengaluru,350,Road,Carrier-IN-02,SKU-IN-042,Supplier-IN-13,41,39,36,34,484.13,375.16,1456.06,199.42,5.0,72.8,14483.72,1,2,0,1,0.013,0.027,98.93,14.28
2024-06-13,2024-06-13,2024-06-13,2024-06-13,Chennai,Bengaluru,350,Road,Carrier-IN-09,SKU-IN-025,Supplier-IN-15,38,36,35,34,898.46,613.5,1447.99,254.42,5.0,72.4,22633.81,1,0,1,-1,0.006,0.026,97.8,14.28
2025-05-12,2025-05-11,2025-05-11,2025-05-12,Lucknow,Kanpur,90,Air,Carrier-IN-07,SKU-IN-028,Supplier-IN-02,46,41,41,40,347.82,236.79,1497.17,91.13,5.0,74.86,11134.76,1,1,1,0,0.014,0.027,102.94,21.6
2025-03-11,2025-03-09,2025-03-09,2025-03-11,Bengaluru,Hyderabad,570,Rail,Carrier-IN-02,SKU-IN-039,Supplier-IN-15,36,32,34,33,1170.76,722.07,1367.66,268.17,5.0,68.38,25532.52,3,2,1,-1,0.013,0.038,102.74,9.41
2025-01-16,2025-01-16,2025-01-16,2025-01-16,Delhi,Agra,230,Rail,Carrier-IN-09,SKU-IN-024,Supplier-IN-04,33,36,32,31,961.9,688.97,511.93,294.95,5.0,25.6,22190.55,1,0,1,-1,0.011,0.015,100.14,3.56
2025-03-10,2025-03-09,2025-03-09,2025-03-10,Ahmedabad,Surat,260,Rail,Carrier-IN-02,SKU-IN-010,Supplier-IN-01,42,43,41,40,528.59,325.69,756.06,244.17,5.0,37.8,14065.63,2,1,1,-1,0.014,0.054,102.71,5.2
2025-08-27,2025-08-26,2025-08-26,2025-08-27,Bengaluru,Hyderabad,570,Road,Carrier-IN-10,SKU-IN-047,Supplier-IN-15,30,22,23,22,702.0,415.4,1537.76,196.07,5.0,76.89,10949.52,1,1,1,0,0.004,0.027,99.38,15.05
2024-02-19,2024-02-18,2024-02-18,2024-02-19,Delhi,Agra,230,Road,Carrier-IN-02,SKU-IN-056,Supplier-IN-16,43,35,36,34,830.93,568.7,951.54,274.73,5.0,47.58,20609.65,1,1,1,0,0.004,0.039,97.8,9.38
2025-01-10,2025-01-09,2025-01-10,2025-01-10,Mumbai,Pune,150,Rail,Carrier-IN-06,SKU-IN-017,Supplier-IN-14,33,28,29,27,795.64,485.06,290.26,17.92,5.0,14.51,13419.31,2,1,1,-1,0.016,0.027,99.77,2.03
2024-10-30,2024-10-29,2024-10-30,2024-10-30,Mumbai,Pune,150,Road,Carrier-IN-03,SKU-IN-019,Supplier-IN-12,26,13,13,12,255.27,162.74,216.87,80.52,5.0,10.84,2261.11,1,1,1,0,0.009,0.03,95.81,2.16
2024-01-18,2024-01-16,2024-01-16,2024-01-18,Delhi,Agra,230,Road,Carrier-IN-01,SKU-IN-039,Supplier-IN-04,33,29,31,30,731.03,524.01,832.39,224.46,5.0,41.62,16818.77,1,2,0,1,0.007,0.029,96.06,8.28
2024-02-07,2024-02-04,2024-02-06,2024-02-07,Ahmedabad,Surat,260,Rail,Carrier-IN-04,SKU-IN-012,Supplier-IN-03,39,38,38,36,1111.54,865.9,662.41,262.12,5.0,33.12,32130.05,3,3,1,0,0.003,0.036,97.2,4.68
2024-04-06,2024-04-04,2024-04-04,2024-04-06,Mumbai,Surat,280,Rail,Carrier-IN-08,SKU-IN-028,Supplier-IN-09,34,30,28,26,592.94,344.03,520.0,223.28,5.0,26.0,9714.06,2,2,1,0,0.011,0.013,99.08,3.64
2025-04-14,2025-04-13,2025-04-14,2025-04-14,Jaipur,Ajmer,135,Road,Carrier-IN-09,SKU-IN-037,Supplier-IN-15,55,56,63,59,275.28,181.17,995.27,78.27,5.0,49.76,11812.33,1,1,1,0,0.011,0.01,103.26,9.56
2024-03-19,2024-03-18,2024-03-19,2024-03-19,Chennai,Bengaluru,350,Road,Carrier-IN-03,SKU-IN-039,Supplier-IN-04,42,33,37,35,709.34,395.89,1498.0,276.92,5.0,74.9,15705.97,1,1,1,0,0.003,0.022,98.81,14.7
2025-06-08,2025-06-06,2025-06-07,2025-06-08,Jaipur,Ajmer,135,Road,Carrier-IN-05,SKU-IN-028,Supplier-IN-13,44,46,44,42,245.95,185.58,704.66,82.6,5.0,35.23,8616.85,1,2,0,1,0.006,0.037,102.13,6.8
2024-07-07,2024-07-06,2024-07-06,2024-07-07,Jaipur,Ajmer,135,Road,Carrier-IN-02,SKU-IN-054,Supplier-IN-14,41,34,36,35,922.56,568.77,572.24,136.7,5.0,28.61,20644.5,1,1,1,0,0.003,0.024,96.85,5.67
2024-07-15,2024-07-12,2024-07-14,2024-07-15,Kochi,Bengaluru,550,Road,Carrier-IN-05,SKU-IN-040,Supplier-IN-17,42,41,42,40,991.19,673.39,2660.33,249.36,5.0,133.02,29978.31,2,3,0,1,0.015,0.03,96.54,26.4
2024-09-06,2024-09-06,2024-09-07,2024-09-06,Jaipur,Ajmer,135,Rail,Carrier-IN-06,SKU-IN-037,Supplier-IN-16,29,37,33,32,357.97,256.82,302.55,65.35,5.0,15.13,8601.27,1,0,1,-1,0.008,0.018,95.1,2.16
2025-03-23,2025-03-20,2025-03-21,2025-03-23,Bengaluru,Hyderabad,570,Rail,Carrier-IN-03,SKU-IN-018,Supplier-IN-17,42,42,44,42,798.08,496.17,1743.17,193.81,5.0,87.16,22863.28,3,3,1,0,0.01,0.032,103.04,11.97
2024-02-16,2024-02-16,2024-02-17,2024-02-16,Kochi,Bengaluru,550,Road,Carrier-IN-03,SKU-IN-044,Supplier-IN-10,29,24,25,24,983.16,748.24,1605.07,246.27,5.0,80.25,19889.35,1,0,1,-1,0.013,0.014,97.66,15.84
2024-01-06,2024-01-06,2024-01-07,2024-01-06,Kolkata,Patna,540,Road,Carrier-IN-07,SKU-IN-043,Supplier-IN-05,19,23,24,23,989.26,741.37,1492.71,289.01,5.0,74.64,18907.87,1,0,1,-1,0.001,0.034,95.31,14.9
2024-09-30,2024-09-29,2024-09-30,2024-09-30,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-007,Supplier-IN-08,27,27,25,23,252.1,155.78,635.12,247.7,5.0,31.76,4497.52,1,1,1,0,0.008,0.026,95.1,6.35
2024-01-19,2024-01-17,2024-01-18,2024-01-19,Jaipur,Ajmer,135,Road,Carrier-IN-02,SKU-IN-040,Supplier-IN-10,32,36,37,35,568.71,441.04,570.18,69.26,5.0,28.51,16104.35,2,2,1,0,0.006,0.041,96.12,5.67
2025-09-15,2025-09-14,2025-09-14,2025-09-15,Delhi,Agra,230,Road,Carrier-IN-10,SKU-IN-022,Supplier-IN-18,23,21,22,21,1047.45,755.3,591.74,259.06,5.0,29.59,16741.69,1,1,1,0,0.007,0.029,99.19,5.8
2025-05-02,2025-04-30,2025-05-01,2025-05-02,Ahmedabad,Surat,260,Road,Carrier-IN-06,SKU-IN-021,Supplier-IN-12,37,35,34,32,950.98,655.79,1038.94,223.0,5.0,51.95,22299.17,1,2,0,1,0.007,0.024,103.12,9.98
2024-06-04,2024-06-01,2024-06-03,2024-06-04,Delhi,Agra,230,Rail,Carrier-IN-08,SKU-IN-014,Supplier-IN-18,31,33,34,33,688.48,511.41,539.61,238.63,5.0,26.98,17681.75,3,3,1,0,0.008,0.023,98.13,3.8
2024-06-23,2024-06-22,2024-06-22,2024-06-23,Lucknow,Kanpur,90,Road,Carrier-IN-07,SKU-IN-003,Supplier-IN-19,27,21,22,20,461.68,310.36,218.6,74.54,5.0,10.93,6511.27,1,1,1,0,0.009,0.02,97.41,2.16
2025-10-08,2025-10-06,2025-10-07,2025-10-08,Delhi,Agra,230,Road,Carrier-IN-06,SKU-IN-006,Supplier-IN-07,35,27,24,22,495.55,365.47,620.44,229.0,5.0,31.02,8920.8,2,2,1,0,0.01,0.027,99.36,6.07
2025-06-26,2025-06-25,2025-06-25,2025-06-26,Chennai,Bengaluru,350,Road,Carrier-IN-06,SKU-IN-029,Supplier-IN-15,35,32,30,29,370.97,249.21,1257.22,261.65,5.0,62.86,8808.82,1,1,1,0,0.012,0.029,101.44,12.18
2024-06-08,2024-06-08,2024-06-08,2024-06-08,Kochi,Bengaluru,550,Road,Carrier-IN-10,SKU-IN-023,Supplier-IN-19,42,46,42,40,1000.8,723.76,2679.47,224.11,5.0,133.97,31987.95,1,0,1,-1,0.006,0.014,97.99,26.4
2025-03-01,2025-03-01,2025-03-01,2025-03-01,Mumbai,Pune,150,Rail,Carrier-IN-05,SKU-IN-036,Supplier-IN-16,42,35,32,31,1019.13,651.07,337.54,22.48,5.0,16.88,20560.07,1,0,1,-1,0.014,0.037,102.4,2.33
2025-01-19,2025-01-19,2025-01-19,2025-01-19,Ahmedabad,Surat,260,Road,Carrier-IN-10,SKU-IN-055,Supplier-IN-04,44,39,43,40,174.17,130.23,1281.26,217.34,5.0,64.06,6771.86,1,0,1,-1,0.013,0.048,100.33,12.48
2025-02-09,2025-02-08,2025-02-08,2025-02-09,Pune,Nashik,160,Road,Carrier-IN-02,SKU-IN-037,Supplier-IN-10,37,36,33,32,168.35,128.74,634.4,45.36,5.0,31.72,4831.16,1,1,1,0,0.01,0.028,101.51,6.14
2024-06-11,2024-06-11,2024-06-11,2024-06-11,Jaipur,Ajmer,135,Air,Carrier-IN-09,SKU-IN-027,Supplier-IN-12,31,30,34,32,657.87,449.61,1752.88,94.07,5.0,87.64,16322.11,0,0,1,0,0.016,0.035,97.88,25.92
2025-03-04,2025-03-01,2025-03-03,2025-03-04,Kochi,Bengaluru,550,Road,Carrier-IN-06,SKU-IN-041,Supplier-IN-04,61,65,69,66,267.22,195.89,4519.57,259.04,5.0,225.98,17933.33,2,3,0,1,0.006,0.047,102.51,43.56
2025-10-10,2025-10-09,2025-10-10,2025-10-10,Lucknow,Kanpur,90,Road,Carrier-IN-09,SKU-IN-035,Supplier-IN-13,17,7,7,6,1087.74,738.23,66.23,74.11,5.0,3.31,4573.03,1,1,1,0,0.008,0.038,99.4,0.65
2025-02-17,2025-02-17,2025-02-18,2025-02-17,Delhi,Agra,230,Rail,Carrier-IN-05,SKU-IN-053,Supplier-IN-15,41,34,35,32,1038.3,805.39,532.97,266.67,5.0,26.65,26598.77,1,0,1,-1,0.006,0.01,101.9,3.68
2024-06-30,2024-06-29,2024-06-30,2024-06-30,Kolkata,Patna,540,Road,Carrier-IN-09,SKU-IN-054,Supplier-IN-11,35,37,33,30,516.4,396.74,1964.7,236.95,5.0,98.23,14202.08,1,1,1,0,0.006,0.024,97.13,19.44
2024-06-25,2024-06-24,2024-06-26,2024-06-25,Lucknow,Kanpur,90,Rail,Carrier-IN-07,SKU-IN-038,Supplier-IN-14,34,32,34,33,884.68,582.68,210.32,104.87,5.0,10.52,19554.15,2,1,1,-1,0.013,0.038,97.33,1.49
2025-02-24,2025-02-22,2025-02-23,2025-02-24,Pune,Nashik,160,Road,Carrier-IN-10,SKU-IN-015,Supplier-IN-05,55,55,52,51,937.27,729.35,1014.5,59.21,5.0,50.73,38321.29,2,2,1,0,0.006,0.031,102.21,9.79
2025-09-26,2025-09-25,2025-09-25,2025-09-26,Ahmedabad,Surat,260,Air,Carrier-IN-10,SKU-IN-037,Supplier-IN-14,28,34,37,34,893.89,695.4,3610.43,235.39,5.0,180.52,27669.94,0,1,0,1,0.006,0.018,99.21,53.04
2024-11-28,2024-11-24,2024-11-26,2024-11-28,Kochi,Bengaluru,550,Road,Carrier-IN-10,SKU-IN-041,Supplier-IN-16,32,28,29,27,224.07,142.27,1801.25,281.15,5.0,90.06,6013.75,2,4,0,2,0.009,0.017,97.16,17.82
2024-04-03,2024-04-01,2024-04-02,2024-04-03,Chennai,Bengaluru,350,Road,Carrier-IN-10,SKU-IN-057,Supplier-IN-13,36,31,29,27,553.58,350.53,1157.02,282.04,5.0,57.85,10961.22,2,2,1,0,0.012,0.031,99.06,11.34
2025-06-07,2025-06-04,2025-06-07,2025-06-07,Pune,Nashik,160,Rail,Carrier-IN-03,SKU-IN-030,Supplier-IN-12,44,41,37,36,765.61,570.56,417.65,61.39,5.0,20.88,21040.08,3,3,1,0,0.004,0.017,102.17,2.88
2024-09-02,2024-09-02,2024-09-02,2024-09-02,Mumbai,Surat,280,Road,Carrier-IN-04,SKU-IN-021,Supplier-IN-05,24,23,24,22,724.31,437.85,739.72,253.1,5.0,36.99,10662.51,1,0,1,-1,0.017,0.041,95.14,7.39
2024-03-07,2024-03-06,2024-03-08,2024-03-07,Mumbai,Pune,150,Road,Carrier-IN-08,SKU-IN-030,Supplier-IN-08,41,41,38,36,800.61,596.98,659.24,32.87,5.0,32.96,22216.35,2,1,1,-1,0.002,0.007,98.47,6.48
2025-09-09,2025-09-09,2025-09-09,2025-09-09,Delhi,Agra,230,Air,Carrier-IN-03,SKU-IN-030,Supplier-IN-17,21,20,19,17,152.9,104.15,1597.0,242.93,5.0,79.85,3690.33,0,0,1,0,0.011,0.033,99.22,23.46
2025-09-10,2025-09-06,2025-09-08,2025-09-10,Chennai,Bengaluru,350,Rail,Carrier-IN-03,SKU-IN-016,Supplier-IN-15,23,23,22,20,887.75,626.76,500.31,263.35,5.0,25.02,13323.88,3,4,0,1,0.012,0.041,99.21,3.5
2024-03-12,2024-03-08,2024-03-08,2024-03-12,Mumbai,Pune,150,Rail,Carrier-IN-07,SKU-IN-056,Supplier-IN-17,51,44,47,43,333.56,184.38,459.69,133.99,5.0,22.98,8545.0,2,4,0,2,0.006,0.01,98.63,3.23
2025-01-29,2025-01-26,2025-01-26,2025-01-29,Mumbai,Delhi,1400,Rail,Carrier-IN-05,SKU-IN-057,Supplier-IN-18,47,46,45,44,210.56,121.55,4439.42,240.6,5.0,221.97,10250.19,2,3,0,1,0.007,0.028,100.91,30.8
2025-09-13,2025-09-13,2025-09-13,2025-09-13,Lucknow,Kanpur,90,Air,Carrier-IN-01,SKU-IN-029,Supplier-IN-16,21,17,18,17,261.02,155.46,624.82,103.65,5.0,31.24,3402.53,0,0,1,0,0.009,0.039,99.19,9.18
2024-10-26,2024-10-25,2024-10-27,2024-10-26,Kolkata,Patna,540,Rail,Carrier-IN-01,SKU-IN-024,Supplier-IN-13,28,23,21,20,183.6,122.01,758.57,251.93,5.0,37.93,3488.63,3,1,1,-2,0.009,0.034,95.68,5.4
2025-06-07,2025-06-05,2025-06-06,2025-06-07,Lucknow,Kanpur,90,Road,Carrier-IN-07,SKU-IN-051,Supplier-IN-04,41,41,41,37,358.18,249.97,413.93,33.97,5.0,20.7,9717.49,1,2,0,1,0.012,0.045,102.17,4.0
2024-05-29,2024-05-24,2024-05-27,2024-05-29,Bengaluru,Hyderabad,570,Rail,Carrier-IN-10,SKU-IN-049,Supplier-IN-04,54,51,46,42,760.59,575.05,1703.7,284.08,5.0,85.19,26225.07,3,5,0,2,0.016,0.029,98.33,11.97
2024-06-22,2024-06-20,2024-06-21,2024-06-22,Chennai,Bengaluru,350,Road,Carrier-IN-06,SKU-IN-010,Supplier-IN-08,31,30,29,27,910.07,701.81,1147.89,254.74,5.0,57.39,20408.89,1,2,0,1,0.007,0.035,97.45,11.34
2024-08-03,2024-08-03,2024-08-03,2024-08-03,Bengaluru,Hyderabad,570,Road,Carrier-IN-02,SKU-IN-030,Supplier-IN-16,30,22,24,22,395.48,256.01,1511.2,251.14,5.0,75.56,7470.12,1,0,1,-1,0.007,0.03,95.85,15.05
2024-09-23,2024-09-23,2024-09-24,2024-09-23,Chennai,Bengaluru,350,Road,Carrier-IN-08,SKU-IN-022,Supplier-IN-15,24,21,21,20,907.84,691.68,840.21,251.34,5.0,42.01,14967.16,2,0,1,-2,0.011,0.035,95.05,8.4
2024-09-21,2024-09-19,2024-09-19,2024-09-21,Kochi,Bengaluru,550,Road,Carrier-IN-01,SKU-IN-049,Supplier-IN-05,21,20,19,18,758.8,512.1,1188.24,142.22,5.0,59.41,10607.67,1,2,0,1,0.013,0.015,95.04,11.88
2025-06-18,2025-06-17,2025-06-17,2025-06-18,Bengaluru,Hyderabad,570,Road,Carrier-IN-06,SKU-IN-037,Supplier-IN-12,41,37,40,38,1070.91,793.16,2687.05,251.68,5.0,134.35,33213.16,2,1,1,-1,0.01,0.028,101.76,25.99
2024-10-25,2024-10-24,2024-10-24,2024-10-25,Bengaluru,Hyderabad,570,Rail,Carrier-IN-03,SKU-IN-037,Supplier-IN-10,16,19,20,19,192.54,134.58,760.53,255.87,5.0,38.03,3611.45,2,1,1,-1,0.009,0.057,95.64,5.42
2025-03-26,2025-03-26,2025-03-27,2025-03-26,Lucknow,Kanpur,90,Road,Carrier-IN-03,SKU-IN-010,Supplier-IN-20,41,39,37,34,894.06,667.62,382.05,49.95,5.0,19.1,23150.18,1,0,1,-1,0.01,0.022,103.09,3.67
2025-01-28,2025-01-28,2025-01-29,2025-01-28,Bengaluru,Hyderabad,570,Road,Carrier-IN-01,SKU-IN-055,Supplier-IN-07,40,38,35,34,424.54,244.03,2393.74,225.41,5.0,119.69,11035.86,2,0,1,-2,0.012,0.01,100.86,23.26
2024-11-06,2024-11-04,2024-11-05,2024-11-06,Mumbai,Surat,280,Road,Carrier-IN-05,SKU-IN-024,Supplier-IN-17,23,21,23,22,351.85,210.95,743.23,202.39,5.0,37.16,5623.68,2,2,1,0,0.003,0.025,96.09,7.39
2025-06-13,2025-06-13,2025-06-14,2025-06-13,Kolkata,Patna,540,Road,Carrier-IN-03,SKU-IN-023,Supplier-IN-05,49,47,49,48,1149.7,879.61,3218.49,200.24,5.0,160.92,45800.93,2,0,1,-2,0.004,0.016,101.95,31.1
2025-05-28,2025-05-27,2025-05-28,2025-05-28,Chennai,Bengaluru,350,Road,Carrier-IN-07,SKU-IN-056,Supplier-IN-16,48,47,50,47,1014.2,730.93,2048.12,255.37,5.0,102.41,36759.61,2,1,1,-1,0.009,0.03,102.51,19.74
2024-06-22,2024-06-20,2024-06-20,2024-06-22,Ahmedabad,Surat,260,Road,Carrier-IN-08,SKU-IN-058,Supplier-IN-13,34,33,33,31,724.83,510.33,979.05,266.37,5.0,48.95,17114.6,1,2,0,1,0.011,0.02,97.45,9.67
2024-03-07,2024-03-06,2024-03-06,2024-03-07,Chennai,Bengaluru,350,Road,Carrier-IN-04,SKU-IN-015,Supplier-IN-05,56,50,45,43,860.99,570.86,1837.33,256.76,5.0,91.87,26732.94,1,1,1,0,0.01,0.027,98.47,18.06
2025-09-15,2025-09-14,2025-09-15,2025-09-15,Jaipur,Ajmer,135,Rail,Carrier-IN-04,SKU-IN-023,Supplier-IN-16,21,22,23,21,1180.51,699.24,202.61,67.32,5.0,10.13,14964.1,2,1,1,-1,0.007,0.009,99.19,1.42
2025-08-06,2025-08-04,2025-08-04,2025-08-06,Lucknow,Kanpur,90,Rail,Carrier-IN-09,SKU-IN-058,Supplier-IN-08,27,21,22,20,897.94,697.7,129.09,13.08,5.0,6.45,14102.62,3,2,1,-1,0.013,0.005,99.9,0.9
2024-07-26,2024-07-23,2024-07-24,2024-07-26,Chennai,Bengaluru,350,Road,Carrier-IN-07,SKU-IN-041,Supplier-IN-04,25,21,19,17,914.27,603.86,718.0,236.61,5.0,35.9,11256.13,1,3,0,2,0.008,0.025,96.12,7.14
2025-06-03,2025-06-02,2025-06-03,2025-06-03,Mumbai,Delhi,1400,Road,Carrier-IN-09,SKU-IN-055,Supplier-IN-18,56,44,47,45,1148.55,658.09,7836.32,282.41,5.0,391.82,38124.6,2,1,1,-1,0.009,0.037,102.31,75.6
2024-02-27,2024-02-25,2024-02-27,2024-02-27,Delhi,Agra,230,Road,Carrier-IN-04,SKU-IN-016,Supplier-IN-09,33,29,33,30,309.79,230.5,841.0,228.51,5.0,42.05,8026.56,2,2,1,0,0.012,0.018,98.14,8.28
2024-07-06,2024-07-06,2024-07-07,2024-07-06,Jaipur,Ajmer,135,Rail,Carrier-IN-04,SKU-IN-015,Supplier-IN-15,28,31,34,33,1069.05,777.03,314.8,90.51,5.0,15.74,26063.04,1,0,1,-1,0.011,0.026,96.89,2.23
